date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:51:14	36/36	---M--	200	added ('OK')	text/plain	etag:%228015e-24-48a5523201140%22	http://cse.csusb.edu/robots.txt		(from )
08:51:14	21689/21689	---M--	200	added ('OK')	text/html	etag:%22e313a-54b9-4d7706b2f2969%22	http://cse.csusb.edu/dick/cs375/	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/index.html	(from )
08:51:15	21689/21689	---M--	200	added ('OK')	text/html	etag:%22e313a-54b9-4d7706b2f2969%22	http://cse.csusb.edu/dick/cs375/index.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/index-2.html	(from )
08:51:16	10596/10596	---M--	200	added ('OK')	text/html	etag:%22e3018-2964-4b6424248b2c0%22	http://cse.csusb.edu/dick/cs375/w7.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w7.html	(from )
08:51:16	28296/28296	---M--	200	added ('OK')	text/html	etag:%22e3293-6e88-4c0b547058400%22	http://cse.csusb.edu/dick/cs375/17.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/17.html	(from )
08:51:17	6394/6394	---M--	200	added ('OK')	text/plain	etag:%22e2f0b-18fa-4d7706b2f1a0f%22	http://cse.csusb.edu/dick/cs375/index.txt	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/index.txt	(from )
08:51:17	10352/10352	---M--	200	added ('OK')	text/html	etag:%22e2fb4-2870-4d6a877367aaf%22	http://cse.csusb.edu/dick/cs375/w6.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w6.html	(from )
08:51:18	14661/14661	---M--	200	added ('OK')	text/html	etag:%22e3126-3945-4d6a8b7f57212%22	http://cse.csusb.edu/dick/cs375/15.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/15.html	(from )
08:51:18	14778/14778	---M--	200	added ('OK')	text/html	etag:%22e30a3-39ba-4b64242397080%22	http://cse.csusb.edu/dick/cs375/16.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/16.html	(from )
08:51:19	11182/11182	---M--	200	added ('OK')	text/html	etag:%22e302f-2bae-4b6424248b2c0%22	http://cse.csusb.edu/dick/cs375/w5.html	C:/My%20Web%20Sites/Botting/cse.csusb.edu/dick/cs375/w5.html	(from )
